Bird Name,French Name,Image URL,Sound URL,Score,Difficulty,View Count,Latin Name
White-faced Whistling-Duck,Dendrocygne veuf,https://upload.wikimedia.org/wikipedia/commons/3/39/Dendrocygna_viduata_upright.jpg,,0,2,2118,Dendrocygna viduata
Fulvous Whistling-Duck,Dendrocygne fauve,https://upload.wikimedia.org/wikipedia/commons/3/3e/Fulvous_Whistling_Duck_JG.jpg,,0,3,1981,Dendrocygna bicolor
Bar-headed Goose,Oie tigrée,https://upload.wikimedia.org/wikipedia/commons/1/1b/Bar-headed_Goose_-_St_James%27s_Park%2C_London_-_Nov_2006.jpg,https://xeno-canto.org/960229/download,0,3,747,Anser indicus
Snow Goose,Oie des neiges,https://upload.wikimedia.org/wikipedia/commons/1/1f/Snow_goose_in_Central_Park_%2833138%29.jpg,https://xeno-canto.org/540212/download,0,2,11514,Anser caerulescens
Ross's Goose,Oie de Ross,https://upload.wikimedia.org/wikipedia/commons/4/4b/Ross%27s_Goose_%28Chen_rossii%29_%2823321411711%29.jpg,https://xeno-canto.org/452083/download,0,3,2,Anser rossii
Graylag Goose,Oie cendrée,https://upload.wikimedia.org/wikipedia/commons/5/57/Greylag_Goose_-_St_James%27s_Park%2C_London_-_Nov_2006.jpg,,0,2,24937,Anser anser
Greater White-fronted Goose,Oie rieuse,https://upload.wikimedia.org/wikipedia/commons/0/0f/Greater_white-fronted_goose_in_flight-1045.jpg,https://xeno-canto.org/981587/download,0,2,3863,Anser albifrons
Lesser White-fronted Goose,Oie naine,https://upload.wikimedia.org/wikipedia/commons/9/97/Anser_erythropus.jpg,https://xeno-canto.org/981361/download,0,2,3945,Anser erythropus
Taiga Bean-Goose,Oie des moissons,https://upload.wikimedia.org/wikipedia/commons/0/07/Anser_fabalis_fabalis%2C_Kurortny_District%2C_St_Petersburg%2C_Russia_1.jpg,,0,2,2766,Anser fabalis
Tundra Bean-Goose,Oie de la toundra,https://upload.wikimedia.org/wikipedia/commons/5/50/101777_%E8%B1%86%E9%9B%81%E4%BE%86%E8%87%A8.jpg,,0,3,793,Anser serrirostris
Pink-footed Goose,Oie à bec court,https://upload.wikimedia.org/wikipedia/commons/5/5b/2019-03-25_Anser_brachyrhynchus%2C_Killingworth_Lake%2C_Northumberland_1.jpg,https://xeno-canto.org/982624/download,0,2,2064,Anser brachyrhynchus
Barnacle Goose,Bernache nonnette,https://upload.wikimedia.org/wikipedia/commons/f/f5/Barnacle-Goose.jpg,https://xeno-canto.org/982259/download,0,2,10467,Branta leucopsis
Cackling Goose,Bernache de Hutchins,https://upload.wikimedia.org/wikipedia/commons/b/b4/AleutianCanadaGoose2.jpg,https://xeno-canto.org/530560/download,0,3,3,Branta hutchinsii
Canada Goose,Bernache du Canada,https://upload.wikimedia.org/wikipedia/commons/4/40/Canada_goose_on_Seedskadee_NWR_%2827826185489%29.jpg,https://xeno-canto.org/981815/download,0,3,75,Branta canadensis
Red-breasted Goose,Bernache à cou roux,https://upload.wikimedia.org/wikipedia/commons/7/70/Red-breasted_goose_arp.jpg,https://xeno-canto.org/872113/download,0,2,3747,Branta ruficollis
Mute Swan,Cygne tuberculé,https://upload.wikimedia.org/wikipedia/commons/a/a2/CygneVaires.jpg,https://xeno-canto.org/925704/download,0,2,26493,Cygnus olor
Tundra Swan,Cygne siffleur,https://upload.wikimedia.org/wikipedia/commons/4/4a/Cygnus_bewickii_01.jpg,https://xeno-canto.org/976455/download,0,2,2670,Cygnus columbianus
Whooper Swan,Cygne chanteur,https://upload.wikimedia.org/wikipedia/commons/1/1c/Cygnus_cygnus_Singschwan.jpg,https://xeno-canto.org/982355/download,0,2,9109,Cygnus cygnus
Egyptian Goose,Ouette d'Égypte,https://upload.wikimedia.org/wikipedia/commons/1/15/Egyptian_Goose_JG.jpg,https://xeno-canto.org/980649/download,0,2,34871,Alopochen aegyptiaca
Ruddy Shelduck,Tadorne casarca,https://upload.wikimedia.org/wikipedia/commons/d/d0/A_couple_of_Tadorna_ferruginea.jpg,https://xeno-canto.org/960252/download,0,2,8044,Tadorna ferruginea
Common Shelduck,Tadorne de Belon,https://upload.wikimedia.org/wikipedia/commons/e/ea/Common_Shelduck_%28Tadorna_tadorna%29_at_Sylvan_Heights.jpg,https://xeno-canto.org/975210/download,0,3,105,Tadorna tadorna
Wood Duck,Canard branchu,https://upload.wikimedia.org/wikipedia/commons/e/e7/Wood_Duck_Wissahickon_Creek.png,https://xeno-canto.org/872894/download,0,2,8462,Aix sponsa
Mandarin Duck,Canard mandarin,https://upload.wikimedia.org/wikipedia/commons/4/43/Pair_of_mandarin_ducks.jpg,https://xeno-canto.org/974788/download,0,2,20223,Aix galericulata
Baikal Teal,Sarcelle élégante,https://upload.wikimedia.org/wikipedia/commons/2/21/Anas.formosa.4.jpg,https://xeno-canto.org/674861/download,0,3,1084,Sibirionetta formosa
Garganey,Sarcelle d'été,https://upload.wikimedia.org/wikipedia/commons/9/92/Garganey%2C_Israel.jpg,https://xeno-canto.org/925169/download,0,2,4188,Spatula querquedula
Blue-winged Teal,Spatula discors,https://upload.wikimedia.org/wikipedia/commons/6/65/Blue-Winged_Teal.jpg,https://xeno-canto.org/341821/download,0,3,18,Spatula discors
Northern Shoveler,Canard souchet,https://upload.wikimedia.org/wikipedia/commons/a/a7/Northern_shoveler_Steve_Sinclair_outreach_use_only_%2819838806616%29.jpg,https://xeno-canto.org/982014/download,0,2,8016,Spatula clypeata
Gadwall,Canard chipeau,https://upload.wikimedia.org/wikipedia/commons/9/9a/Gadwall-Anas-strepera.jpg,https://xeno-canto.org/980288/download,0,2,6229,Mareca strepera
Falcated Duck,Mareca falcata,https://upload.wikimedia.org/wikipedia/commons/6/62/Falcated_duck_1.jpg,https://xeno-canto.org/821120/download,0,3,21,Mareca falcata
Eurasian Wigeon,Canard siffleur,https://upload.wikimedia.org/wikipedia/commons/5/53/Mareca_penelope_kuribo_cropped.jpg,https://xeno-canto.org/981814/download,0,2,6538,Mareca penelope
American Wigeon,Canard d'Amérique,https://upload.wikimedia.org/wikipedia/commons/b/b5/Anas_americana_-_drake.jpg,https://xeno-canto.org/857365/download,0,3,1432,Mareca americana
Eastern Spot-billed Duck,Canard de Chine,https://upload.wikimedia.org/wikipedia/commons/e/ec/Anas_zonorhyncha_swimming.jpg,https://xeno-canto.org/920581/download,0,3,519,Anas poecilorhyncha
Mallard,Canard colvert,https://upload.wikimedia.org/wikipedia/commons/b/bf/Anas_platyrhynchos_male_female_quadrat.jpg,https://xeno-canto.org/980458/download,0,1,75032,Anas platyrhynchos
American Black Duck,Canard noir,https://upload.wikimedia.org/wikipedia/commons/c/c7/Blackduck.jpg,https://xeno-canto.org/838360/download,0,2,3537,Anas rubripes
Northern Pintail,Canard pilet,https://upload.wikimedia.org/wikipedia/commons/0/0b/Northern_Pintails_%28Male_%26_Female%29_I_IMG_0911.jpg,https://xeno-canto.org/981846/download,0,2,7808,Anas acuta
Green-winged Teal,Sarcelle à ailes vertes,https://upload.wikimedia.org/wikipedia/commons/0/07/Green-winged_Teal%2C_Port_Aransas%2C_Texas.jpg,https://xeno-canto.org/919829/download,0,3,1157,Anas carolinensis
Marbled Duck,Marmaronette marbrée,https://upload.wikimedia.org/wikipedia/commons/d/d4/Marmaronetta_angustirostris%2C_London_Wetland_Centre%2C_UK_-_Diliff.jpg,https://xeno-canto.org/781142/download,0,3,1937,Marmaronetta angustirostris
Red-crested Pochard,Nette rousse,https://upload.wikimedia.org/wikipedia/commons/5/50/Netta_rufina_%28Red-crested_Pochard%29_Male%2C_London_Wetland_Centre_-_Diliff.jpg,https://xeno-canto.org/982110/download,0,2,6957,Netta rufina
Canvasback,Fuligule à dos blanc,https://upload.wikimedia.org/wikipedia/commons/e/e1/Aythya_valisineria_at_Las_Gallinas_Wildlife_Ponds.jpg,https://xeno-canto.org/371522/download,0,3,949,Aythya valisineria
Redhead (bird),Fuligule à tête rouge,https://upload.wikimedia.org/wikipedia/commons/5/52/Redhead_-_Aythya_americana%2C_Oakley_Street%2C_Cambridge%2C_Maryland.jpg,,0,2,2136,Aythya americana
Common Pochard,Fuligule milouin,https://upload.wikimedia.org/wikipedia/commons/5/5c/Aythya_ferina_Sandwell_2.jpg,https://xeno-canto.org/918474/download,0,2,8744,Aythya ferina
Ring-necked Duck,Fuligule à collier,https://upload.wikimedia.org/wikipedia/commons/9/9a/Aythya-collaris-001.jpg,https://xeno-canto.org/941129/download,0,3,1703,Aythya collaris
Ferruginous Duck,Fuligule nyroca,https://upload.wikimedia.org/wikipedia/commons/a/a2/Aythya_nyroca_at_Martin_Mere_1.jpg,https://xeno-canto.org/712563/download,0,2,2452,Aythya nyroca
Tufted Duck,Fuligule morillon,https://upload.wikimedia.org/wikipedia/commons/e/eb/Tufted-Duck-male-female.jpg,https://xeno-canto.org/972509/download,0,2,8483,Aythya fuligula
Greater Scaup,Fuligule milouinan,https://upload.wikimedia.org/wikipedia/commons/6/6c/Greater_Scaup_Drake_LBI.jpg,https://xeno-canto.org/576900/download,0,2,2532,Aythya marila
Lesser Scaup,Petit Fuligule,https://upload.wikimedia.org/wikipedia/commons/d/d6/Lesser_Scaup_Male_JG.jpg,https://xeno-canto.org/871073/download,0,3,33,Aythya affinis
Steller's Eider,Eider de Steller,https://upload.wikimedia.org/wikipedia/commons/5/51/Steller%27s_Eider_%28Polysticta_stelleri%29_%2813667966664%29.jpg,https://xeno-canto.org/203480/download,0,3,1095,Polysticta stelleri
Spectacled Eider,Eider à lunettes,https://upload.wikimedia.org/wikipedia/commons/f/f8/Spectacled_Eider_pair.jpg,https://xeno-canto.org/917231/download,0,3,1159,Somateria fischeri
King Eider,Eider à tête grise,https://upload.wikimedia.org/wikipedia/commons/8/86/King_Eider_%28Somateria_spectabilis%29_%2813667616745%29.jpg,https://xeno-canto.org/964739/download,0,3,1891,Somateria spectabilis
Common Eider,Eider à duvet,https://upload.wikimedia.org/wikipedia/commons/1/15/%D0%9F%D1%83%D1%85%D1%96%D0%B2%D0%BA%D0%B0_%D0%BD%D0%B0_%D0%9A%D1%96%D0%BD%D0%B1%D1%83%D1%80%D0%BD%D1%81%D1%8C%D0%BA%D1%96%D0%B9_%D0%BA%D0%BE%D1%81%D1%96.jpg,https://xeno-canto.org/955136/download,0,2,14060,Somateria mollissima
Harlequin Duck,Arlequin plongeur,https://upload.wikimedia.org/wikipedia/commons/7/7c/Drake_Harlequin_Perched_LBI.jpg,https://xeno-canto.org/651347/download,0,2,2540,Histrionicus histrionicus
Surf Scoter,Macreuse à front blanc,https://upload.wikimedia.org/wikipedia/commons/4/49/Surf_Scoter_Drake_LBI.png,https://xeno-canto.org/452395/download,0,3,843,Melanitta perspicillata
Velvet Scoter,Macreuse brune,https://upload.wikimedia.org/wikipedia/commons/3/35/Velvet_Scoter%2C_Eyebrook_Reservoir%2C_Leics.jpg,https://xeno-canto.org/817948/download,0,3,1023,Melanitta fusca
White-winged Scoter,Macreuse à ailes blanches,https://upload.wikimedia.org/wikipedia/commons/9/9e/Melanitta_deglandi_%28White-winged_Scoter%29.jpg,https://xeno-canto.org/181618/download,0,3,401,Melanitta deglandi
Stejneger's Scoter,Macreuse de Sibérie,https://upload.wikimedia.org/wikipedia/commons/4/45/Melanitta_stejnegeri_223375338_%28cropped%29_3.jpg,https://xeno-canto.org/833157/download,0,3,106,Melanitta stejnegeri
Common Scoter,Macreuse noire,https://upload.wikimedia.org/wikipedia/commons/9/98/Eurasian_common_scoter.jpg,https://xeno-canto.org/982771/download,0,2,3228,Melanitta nigra
Black Scoter,Macreuse à bec jaune,https://upload.wikimedia.org/wikipedia/commons/2/2c/Melanitta_americana_Barnegat_NJ.jpg,https://xeno-canto.org/486622/download,0,3,736,Melanitta americana
Long-tailed Duck,Harelde de Miquelon,https://upload.wikimedia.org/wikipedia/commons/8/8e/Long-tailed-duck.jpg,https://xeno-canto.org/909900/download,0,2,2750,Clangula hyemalis
Bufflehead,Petit Garrot,https://upload.wikimedia.org/wikipedia/commons/4/40/Drake_Bufflehead_LBI.png,https://xeno-canto.org/388269/download,0,3,30,Bucephala albeola
Common Goldeneye,Garrot à œil d'or,https://upload.wikimedia.org/wikipedia/commons/3/34/Common_Goldeneye_%28Bucephala_clangula%29.jpg,https://xeno-canto.org/948646/download,0,2,3843,Bucephala clangula
Barrow's Goldeneye,Garrot d'Islande,https://upload.wikimedia.org/wikipedia/commons/6/68/Barrows.goldeneye.male.010107.arp.jpg,https://xeno-canto.org/488196/download,0,3,1038,Bucephala islandica
Smew,Harle piette,https://upload.wikimedia.org/wikipedia/commons/4/47/Zwergsaeger_maenchen_weibchen.jpg,https://xeno-canto.org/618773/download,0,3,1731,Mergellus albellus
Hooded Merganser,Harle couronné,https://upload.wikimedia.org/wikipedia/commons/7/70/Hooded_merganser_male_in_Central_Park_%2895790%29.jpg,https://xeno-canto.org/317868/download,0,2,3238,Lophodytes cucullatus
Common Merganser,Harle bièvre,https://upload.wikimedia.org/wikipedia/commons/b/be/Mergus_merganser_-Sandwell_-England_-male-8.jpg,https://xeno-canto.org/959402/download,0,2,14112,Mergus merganser
Red-breasted Merganser,Harle huppé,https://upload.wikimedia.org/wikipedia/commons/6/65/Mergus_serrator_-New_Jersey_-USA_-winter-8.jpg,https://xeno-canto.org/571300/download,0,2,3290,Mergus serrator
Ruddy Duck,Érismature rousse,https://upload.wikimedia.org/wikipedia/commons/b/ba/Ruddy_Duck_%28Oxyura_jamaicensis%29_RWD2.jpg,https://xeno-canto.org/215359/download,0,2,2714,Oxyura jamaicensis
White-headed Duck,Érismature à tête blanche,https://upload.wikimedia.org/wikipedia/commons/0/05/Whiteheadduck.jpg,https://xeno-canto.org/462959/download,0,2,2302,Oxyura leucocephala
Helmeted Guineafowl,Pintade de Numidie,https://upload.wikimedia.org/wikipedia/commons/a/af/Numida_meleagris_-Serengeti_National_Park%2C_Tanzania-8_%281%29.jpg,https://xeno-canto.org/981311/download,0,2,9774,Numida meleagris
Northern Bobwhite,Colin de Virginie,https://upload.wikimedia.org/wikipedia/commons/0/0c/Virginiawachtel_2007-06-16_065.jpg,https://xeno-canto.org/919215/download,0,3,4,Colinus virginianus
California Quail,Colin de Californie,https://upload.wikimedia.org/wikipedia/commons/a/aa/California_quail.jpg,https://xeno-canto.org/570687/download,0,3,7,Callipepla californica
Hazel Grouse,Gélinotte des bois,https://upload.wikimedia.org/wikipedia/commons/a/ab/Hazel_Grouse_imported_from_iNaturalist_photo_116195913_on_11_June_2024.jpg,https://xeno-canto.org/982129/download,0,2,11708,Tetrastes bonasia
Willow Ptarmigan,Lagopède des saules,https://upload.wikimedia.org/wikipedia/commons/e/ec/Lagopus_lagopus_adult_%28Denali%2C_2010%29.jpg,https://xeno-canto.org/971601/download,0,2,7347,Lagopus lagopus
Rock Ptarmigan,Lagopède alpin,https://upload.wikimedia.org/wikipedia/commons/1/1f/Rock_Ptarmigan_%28Lagopus_Muta%29.jpg,https://xeno-canto.org/487317/download,0,2,21039,Lagopus muta
Western Capercaillie,Grand Tétras,https://upload.wikimedia.org/wikipedia/commons/a/a3/Capercaillie_%288751340764%29.jpg,https://xeno-canto.org/942012/download,0,3,1839,Tetrao urogallus
Black Grouse,Tétras lyre,https://upload.wikimedia.org/wikipedia/commons/b/bf/Black_Grouse_Nationalpark_Bayerischer_Wald.jpg,https://xeno-canto.org/940956/download,0,2,23649,Lyrurus tetrix
Caucasian Grouse,Tétras du Caucase,https://upload.wikimedia.org/wikipedia/commons/6/60/Tetras_du_caucase_jogo_0g.jpg,https://xeno-canto.org/178542/download,0,3,1,Lyrurus mlokosiewiczi
Gray Partridge,Perdrix grise,https://upload.wikimedia.org/wikipedia/commons/3/31/Perdix_perdix_Turvey_3.jpg,,0,2,17752,Perdix perdix
Reeves's Pheasant,Faisan vénéré,https://upload.wikimedia.org/wikipedia/commons/0/08/BxZ_Syrmaticus_reevesii_00.jpg,https://xeno-canto.org/824070/download,0,2,11635,Syrmaticus reevesii
Lady Amherst's Pheasant,Faisan de Lady Amherst,https://upload.wikimedia.org/wikipedia/commons/5/50/Chrysolophus_amherstiae_18092009.jpg,https://xeno-canto.org/916158/download,0,2,3760,Chrysolophus amherstiae
Ring-necked Pheasant,Faisan de Colchide,https://upload.wikimedia.org/wikipedia/commons/7/79/Common_pheasant_%28Phasianus_colchicus%29_cock_2.jpg,,0,2,25692,Phasianus colchicus
Black Francolin,Francolin noir,https://upload.wikimedia.org/wikipedia/commons/9/9d/Black_Francolin.jpg,https://xeno-canto.org/964969/download,0,3,737,Francolinus francolinus
Caucasian Snowcock,Tétraogalle du Caucase,https://upload.wikimedia.org/wikipedia/commons/d/d2/Tetraogallus_caucasicus.jpg,https://xeno-canto.org/678203/download,0,3,334,Tetraogallus caucasicus
Common Quail,Caille des blés,https://upload.wikimedia.org/wikipedia/commons/4/4f/Coturnix_coturnix%2C_Fraunberg%2C_Bayern%2C_Deutschland_1%2C_Ausschnitt.jpg,https://xeno-canto.org/921943/download,0,2,13509,Coturnix coturnix
Barbary Partridge,Perdrix gambra,https://upload.wikimedia.org/wikipedia/commons/0/0c/Alectoris_barbara_Tenerife.jpg,https://xeno-canto.org/134392/download,0,2,3471,Alectoris barbara
Red-legged Partridge,Perdrix rouge,https://upload.wikimedia.org/wikipedia/commons/8/8c/Perdrix_rouge.jpg,https://xeno-canto.org/961521/download,0,2,17193,Alectoris rufa
Rock Partridge,Perdrix bartavelle,https://upload.wikimedia.org/wikipedia/commons/5/52/Steinhuhn_Alectoris_graeca.jpg,https://xeno-canto.org/951745/download,0,2,19461,Alectoris graeca
Rock Pigeon,Pigeon biset,https://upload.wikimedia.org/wikipedia/commons/b/b7/Columba_livia_Baltasound_Shetland_1.jpg,https://xeno-canto.org/821258/download,0,1,56794,Columba livia
Stock Dove,Pigeon colombin,https://upload.wikimedia.org/wikipedia/commons/b/b5/2019-03-17_Columba_oenas%2C_Jesmond_Dene_1.jpg,https://xeno-canto.org/976831/download,0,2,9543,Columba oenas
Common Wood-Pigeon,Pigeon ramier,https://upload.wikimedia.org/wikipedia/commons/f/f5/Columba_palumbus_-garden_post-8.jpg,,0,1,112036,Columba palumbus
Trocaz Pigeon,Pigeon trocaz,https://upload.wikimedia.org/wikipedia/commons/f/f5/Trocaz_Pigeon_Madeira.jpg,https://xeno-canto.org/962011/download,0,3,1954,Columba trocaz
Bolle's Pigeon,Pigeon de Bolle,https://upload.wikimedia.org/wikipedia/commons/b/b7/Lorbeertaube3_3.jpg,https://xeno-canto.org/899826/download,0,3,1,Columba bollii
Laurel Pigeon,Pigeon des lauriers,https://upload.wikimedia.org/wikipedia/commons/a/a6/Columba_junoniae_163958122.jpg,https://xeno-canto.org/899830/download,0,3,1027,Columba junoniae
Passenger Pigeon,Tourte voyageuse,https://upload.wikimedia.org/wikipedia/commons/0/03/Bird_lore_%281913%29_%2814562557107%29.jpg,,0,2,16510,Ectopistes migratorius
European Turtle-Dove,Tourterelle des bois,https://upload.wikimedia.org/wikipedia/commons/e/ec/Turtle_dove_%28Streptopelia_turtur_turtur%29_Hungary.jpg,,0,2,19771,Streptopelia turtur
Oriental Turtle-Dove,Tourterelle orientale,https://upload.wikimedia.org/wikipedia/commons/9/9f/Av_Oriental_Turtle-Dove_JG.jpg,,0,3,1818,Streptopelia orientalis
Eurasian Collared-Dove,Tourterelle turque,https://upload.wikimedia.org/wikipedia/commons/f/fa/2022-04-06_Streptopelia_decaocto%2C_Plovdiv%2C_Bulgaria_1.jpg,https://xeno-canto.org/972518/download,0,1,69793,Streptopelia decaocto
African Collared-Dove,Tourterelle rieuse,https://upload.wikimedia.org/wikipedia/commons/1/11/Streptopelia_roseogrisea%2C_Waza_NP%2C_Cameroon_%28cropped%29.jpg,,0,2,5435,Streptopelia decaocto
Laughing Dove,Tourterelle maillée,https://upload.wikimedia.org/wikipedia/commons/6/6c/Laughing_dove_-_Vadodara_2022-01-28.jpg,https://xeno-canto.org/954435/download,0,2,4213,Spilopelia senegalensis
Namaqua Dove,Tourterelle masquée,https://upload.wikimedia.org/wikipedia/commons/b/ba/Oena_capensis_-near_Kambi_ya_Tembo%2C_Arusha%2C_Tanzania-8%2C_crop.jpg,https://xeno-canto.org/951388/download,0,3,1356,Oena capensis
Zenaida Dove,Tourterelle à queue carrée,https://upload.wikimedia.org/wikipedia/commons/3/3d/Zenaida_Dove%2C_St._Thomas.jpg,https://xeno-canto.org/799860/download,0,2,2613,Zenaida macroura
Mourning Dove,Tourterelle triste,https://upload.wikimedia.org/wikipedia/commons/a/aa/Av_Mourning_Dove_JG.jpg,https://xeno-canto.org/940517/download,0,2,22135,Zenaida macroura
Pallas's Sandgrouse,Syrrhapte paradoxal,https://upload.wikimedia.org/wikipedia/commons/9/91/Syrrhaptes_paradoxus_%28J%C3%A1n_Svetl%C3%ADk%29.jpg,https://xeno-canto.org/833432/download,0,3,696,Syrrhaptes paradoxus
Pin-tailed Sandgrouse,Ganga cata,https://upload.wikimedia.org/wikipedia/commons/8/8c/Pin-tailed_sandgrouse_%28Pterocles_alchata%29.jpg,https://xeno-canto.org/975934/download,0,2,2765,Pterocles alchata
Spotted Sandgrouse,Ganga tacheté,https://upload.wikimedia.org/wikipedia/commons/9/95/Spotted_sandgrouse_%28cropped%29.jpg,https://xeno-canto.org/527579/download,0,3,220,Pterocles senegallus
Black-bellied Sandgrouse,Ganga unibande,https://upload.wikimedia.org/wikipedia/commons/2/21/Pterocles_orientalis_in_flight.jpg,https://xeno-canto.org/972267/download,0,3,717,Pterocles orientalis
Great Bustard,Grande Outarde,https://upload.wikimedia.org/wikipedia/commons/9/90/Drop_f%C3%BAzat%C3%BD_%28Otis_tarda%29_%282416576086%29.jpg,https://xeno-canto.org/922367/download,0,3,714,Otis tarda
African Houbara,Outarde houbara,https://upload.wikimedia.org/wikipedia/commons/4/45/Houbara035.JPG,,0,2,7566,Chlamydotis undulata
Asian Houbara,Outarde de Macqueen,https://upload.wikimedia.org/wikipedia/commons/c/cc/MacQueens_Bustard_in_Greater_Rann_of_Kutch%2C_Gujarat%2C_India.jpg,,0,3,751,Chlamydotis macqueenii
Little Bustard,Outarde canepetière,https://upload.wikimedia.org/wikipedia/commons/9/92/Little_Bustard_%28Tetrax_tetrax%29%2C_Castuera%2C_Extremadura%2C_Spain.jpg,https://xeno-canto.org/972738/download,0,2,21737,Tetrax tetrax
Great Spotted Cuckoo,Coucou geai,https://upload.wikimedia.org/wikipedia/commons/9/91/Clamator_glandarius_%28cropped_2%29.jpg,https://xeno-canto.org/545287/download,0,2,4393,Clamator glandarius
Yellow-billed Cuckoo,Coulicou à bec jaune,https://upload.wikimedia.org/wikipedia/commons/a/aa/Yellow-billed_cuckoo_%2842690%29.jpg,https://xeno-canto.org/901133/download,0,3,985,Coccyzus americanus
Black-billed Cuckoo,Coulicou à bec noir,https://upload.wikimedia.org/wikipedia/commons/6/67/Black-billed-cuckoo2.jpg,https://xeno-canto.org/807265/download,0,3,1405,Coccyzus americanus
Northern Hawk-Cuckoo,Coucou de Hodgson,https://upload.wikimedia.org/wikipedia/commons/9/97/Hodgson%27s_Hawk_Cuckoo%2C_Cherapunjee%2C_Meghalaya%2C_India.jpg,,0,3,67,Hierococcyx hyperythrus
Himalayan Cuckoo,Coucou de l'Himalaya,https://upload.wikimedia.org/wikipedia/commons/f/fc/Himalayan_Cuckoo_Gnathang_Valley_East_Sikkim_India_23.09.2018.jpg,https://xeno-canto.org/957225/download,0,3,265,Cuculus saturatus
Common Cuckoo,Coucou gris,https://upload.wikimedia.org/wikipedia/commons/1/14/Cuculus_canorus_vogelartinfo_chris_romeiks_CHR0791_cropped.jpg,https://xeno-canto.org/982392/download,0,1,96074,Cuculus canorus
Oriental Cuckoo,Coucou oriental,https://upload.wikimedia.org/wikipedia/commons/8/80/Oriental_Cuckoo_Maiala.JPG,https://xeno-canto.org/903270/download,0,3,272,Cuculus optatus
Common Nighthawk,Engoulevent d'Amérique,https://upload.wikimedia.org/wikipedia/commons/e/eb/Common_Nighthawk_%2814428313550%29.jpg,https://xeno-canto.org/569822/download,0,2,7656,Chordeiles minor
Red-necked Nightjar,Engoulevent à collier roux,https://upload.wikimedia.org/wikipedia/commons/8/8a/Caprimulgus_ruficollis_-Portugal-8.jpg,https://xeno-canto.org/905834/download,0,3,1012,Caprimulgus ruficollis
Eurasian Nightjar,Engoulevent d'Europe,https://upload.wikimedia.org/wikipedia/commons/c/c1/%C5%9Eivanxap%C3%AEnok.jpg,,0,2,31254,Caprimulgus europaeus
Egyptian Nightjar,Engoulevent du désert,https://upload.wikimedia.org/wikipedia/commons/8/82/Egyptian_nightjar.png,https://xeno-canto.org/977386/download,0,3,398,Caprimulgus aegyptius
Chimney Swift,Martinet ramoneur,https://upload.wikimedia.org/wikipedia/commons/6/6f/Chaetura_pelagica%2C_by_Lake_Erie%2C_Cleveland%2C_Ohio%2C_USA_339593191.jpg,https://xeno-canto.org/487256/download,0,2,3023,Chaetura pelagica
White-throated Needletail,Martinet épineux,https://upload.wikimedia.org/wikipedia/commons/e/e8/White-throated_Needletail_0A2A6919.jpg,https://xeno-canto.org/508634/download,0,3,1363,Hirundapus caudacutus
Alpine Swift,Martinet à ventre blanc,https://upload.wikimedia.org/wikipedia/commons/4/4d/%CE%92%CE%BF%CF%85%CE%BD%CE%BF%CF%83%CF%84%CE%B1%CF%87%CF%84%CE%AC%CF%81%CE%B1_Alpine_Swift_Tachymarptis_melba.jpg,https://xeno-canto.org/980555/download,0,2,7415,Tachymarptis melba
Common Swift,Martinet noir,https://upload.wikimedia.org/wikipedia/commons/b/be/Apus_apus_-Barcelona%2C_Spain-8_%281%29.jpg,https://xeno-canto.org/941109/download,0,2,49256,Apus apus
Plain Swift,Martinet unicolore,https://upload.wikimedia.org/wikipedia/commons/9/9f/Einfarbsegler.jpg,https://xeno-canto.org/521878/download,0,3,224,Apus unicolor
Pallid Swift,Martinet pâle,https://upload.wikimedia.org/wikipedia/commons/3/3f/Apus_pallidus_-Greece-8.jpg,https://xeno-canto.org/972572/download,0,2,2951,Apus pallidus
Pacific Swift,Martinet de Sibérie,https://upload.wikimedia.org/wikipedia/commons/5/54/Pacific_Swift_%28cropped%29.jpg,https://xeno-canto.org/915151/download,0,3,223,Apus pacificus
Little Swift,Martinet des maisons,https://upload.wikimedia.org/wikipedia/commons/f/f7/Little_swift%2C_Apus_affinis%2C_at_Kruger_National_Park%2C_South_Africa%2C_crop.jpg,https://xeno-canto.org/982333/download,0,3,839,Apus affinis
Horus Swift,Martinet horus,https://upload.wikimedia.org/wikipedia/commons/2/21/ApusHorus_RobertWienand.jpg,https://xeno-canto.org/438049/download,0,3,121,Apus horus
White-rumped Swift,Martinet cafre,https://upload.wikimedia.org/wikipedia/commons/8/8a/White-rumped_swift%2C_Apus_caffer%2C_at_Suikerbosrand_Nature_Reserve%2C_Gauteng%2C_South_Africa_%2823057155930%29%2C_crop.jpg,https://xeno-canto.org/184180/download,0,3,598,Apus caffer
Virginia Rail,Râle de Virginie,https://upload.wikimedia.org/wikipedia/commons/2/2f/Virginia_rail_%2841109%29.jpg,https://xeno-canto.org/979245/download,0,3,2,Rallus limicola
Water Rail,Râle d'eau,https://upload.wikimedia.org/wikipedia/commons/b/b3/Water_rail_2022_04_30_01.jpg,https://xeno-canto.org/982818/download,0,2,15811,Rallus aquaticus
Corn Crake,Râle des genêts,https://upload.wikimedia.org/wikipedia/commons/7/76/Ruisr%C3%A4%C3%A4kk%C3%A4.JPG,https://xeno-canto.org/921308/download,0,2,8709,Crex crex
African Crake,Râle des prés,https://upload.wikimedia.org/wikipedia/commons/b/ba/CrakeAfrican2%28byMarkTittley%29_cropped_and_mirrored.jpg,https://xeno-canto.org/872294/download,0,3,560,Crex crex
