Latin Name,Score,Difficulty,Sound URL,Image URL,Bird Name,French Name,View Count
Calidris mauri,0,3,https://xeno-canto.org/546122/download,https://upload.wikimedia.org/wikipedia/commons/5/51/Western_Sandpiper.jpg,Western Sandpiper,Bécasseau d'Alaska,462
Calidris pusilla,0,3,https://xeno-canto.org/201397/download,https://upload.wikimedia.org/wikipedia/commons/6/63/SemiPalmHeislerville.png,Semipalmated Sandpiper,Bécasseau semipalmé,647
Turnicidae,0,3,https://xeno-canto.org/815345/download,https://upload.wikimedia.org/wikipedia/commons/a/a9/TurnixSylvaticaWhistler.jpg,Small Buttonquail,Turnix d'Andalousie,578
Cursorius cursor,0,3,https://xeno-canto.org/951296/download,https://upload.wikimedia.org/wikipedia/commons/d/d4/Cream-colored_courser.jpg,Cream-colored Courser,Cursorius cursor,78
Glareola pratincola,0,3,https://xeno-canto.org/976632/download,https://upload.wikimedia.org/wikipedia/commons/d/d1/Collared_pratincole_%28Glareola_pratincola%29.jpg,Collared Pratincole,Glaréole à collier,1224
Glareola nordmanni,0,3,https://xeno-canto.org/813415/download,https://upload.wikimedia.org/wikipedia/commons/a/a9/Tyrkyshka.jpg,Black-winged Pratincole,Glaréole à ailes noires,245
Glareola maldivarum,0,3,https://xeno-canto.org/950069/download,https://upload.wikimedia.org/wikipedia/commons/0/07/Glareola_maldivarum_-_Beung_Borapet.jpg,Oriental Pratincole,Glaréole orientale,257
Stercorarius longicaudus,0,3,https://xeno-canto.org/938535/download,https://upload.wikimedia.org/wikipedia/commons/4/4c/Long-tailed_Skua_%28js%29_26.jpg,Long-tailed Jaeger,Labbe à longue queue,776
Stercorarius parasiticus,0,2,https://xeno-canto.org/933119/download,https://upload.wikimedia.org/wikipedia/commons/b/ba/Arctic_Skua_1.jpg,Parasitic Jaeger,Labbe parasite,2249
Stercorarius pomarinus,0,3,https://xeno-canto.org/957624/download,https://upload.wikimedia.org/wikipedia/commons/0/0d/Stercorarius_pomarinusPCCA20070623-3985B.jpg,Pomarine Jaeger,Labbe pomarin,677
Stercorarius skua,0,3,https://xeno-canto.org/483207/download,https://upload.wikimedia.org/wikipedia/commons/6/65/Stercorarius_skua_-Iceland-8.jpg,Great Skua,Grand Labbe,63
Stercorarius maccormicki,0,3,https://xeno-canto.org/953125/download,https://upload.wikimedia.org/wikipedia/commons/a/a3/South_polar_skua.jpg,South Polar Skua,Labbe de McCormick,971
Fratercula cirrhata,0,2,,https://upload.wikimedia.org/wikipedia/commons/e/e5/Tufted_Puffin_Alaska_%28cropped%29.jpg,Tufted Puffin,Macareux huppé,3016
Fratercula arctica,0,1,https://xeno-canto.org/479180/download,https://upload.wikimedia.org/wikipedia/commons/c/c4/Puffin_%28Fratercula_arctica%29.jpg,Atlantic Puffin,Macareux moine,57342
Fratercula corniculata,0,2,https://xeno-canto.org/177513/download,https://upload.wikimedia.org/wikipedia/commons/b/b7/Horned_Puffin_%2812980039874%29.jpg,Horned Puffin,Macareux cornu,2818
Aethia cristatella,0,3,https://xeno-canto.org/106006/download,https://upload.wikimedia.org/wikipedia/commons/4/4b/Aethia_cristatella.jpg,Crested Auklet,Starique cristatelle,671
Aethia psittacula,0,3,https://xeno-canto.org/101454/download,https://upload.wikimedia.org/wikipedia/commons/5/59/Parakeetauklets2.jpg,Parakeet Auklet,Starique perroquet,255
Brachyramphus perdix,0,3,,https://upload.wikimedia.org/wikipedia/commons/d/d5/Brachyramphus_perdix0.jpg,Long-billed Murrelet,Guillemot à long bec,431
Cepphus grylle,0,2,https://xeno-canto.org/898562/download,https://upload.wikimedia.org/wikipedia/commons/b/bc/Black_Guillemot_Cepphus_grylle.jpg,Black Guillemot,Guillemot à miroir,2947
Cepphus columba,0,3,https://xeno-canto.org/818943/download,https://upload.wikimedia.org/wikipedia/commons/1/1b/Pigeon_guillemot.jpg,Pigeon Guillemot,Guillemot colombin,566
Alca torda,0,2,https://xeno-canto.org/929955/download,https://upload.wikimedia.org/wikipedia/commons/8/8d/Razorbill_with_a_nice_catch.jpg,Razorbill,Petit Pingouin,2427
Pinguinus impennis,0,2,,https://upload.wikimedia.org/wikipedia/commons/4/4e/Great_Auk_%28Pinguinis_impennis%29_specimen%2C_Kelvingrove%2C_Glasgow_-_geograph.org.uk_-_1108249.jpg,Great Auk,Grand Pingouin,2101
Alle alle,0,2,https://xeno-canto.org/911165/download,https://upload.wikimedia.org/wikipedia/commons/4/4c/Krabbentaucher_Sommer_2023.jpg,Dovekie,Mergule nain,4831
Uria lomvia,0,2,https://xeno-canto.org/487904/download,https://upload.wikimedia.org/wikipedia/commons/d/d1/Uria_lomvia1.jpg,Thick-billed Murre,Guillemot de Brünnich,2388
Uria aalge,0,3,https://xeno-canto.org/944246/download,https://upload.wikimedia.org/wikipedia/commons/6/64/Common_Murre_Uria_aalge.jpg,Common Murre,Guillemot de Troïl,186
Synthliboramphus antiquus,0,3,https://xeno-canto.org/135265/download,https://upload.wikimedia.org/wikipedia/commons/d/d8/Ancient_Murrelet_-_Semiahmoo_Spit.jpg,Ancient Murrelet,Guillemot à cou blanc,613
Hydrocoloeus minutus,0,3,https://xeno-canto.org/900984/download,https://upload.wikimedia.org/wikipedia/commons/5/50/%C4%8Cajka_mal%C3%A1_%28Larus_minutus%29_a_%284834254958%29.jpg,Little Gull,Mouette pygmée,1096
Rhodostethia rosea,0,3,https://xeno-canto.org/424282/download,https://upload.wikimedia.org/wikipedia/commons/d/d4/Rhodostethia_rosea%2C_Shiretoko%2C_Japan.jpg,Ross's Gull,Mouette rosée,781
Rissa tridactyla,0,2,https://xeno-canto.org/935221/download,https://upload.wikimedia.org/wikipedia/commons/0/03/Rissa_tridactyla_%28Vard%C3%B8%2C_2012%29.jpg,Black-legged Kittiwake,Mouette tridactyle,8487
Pagophila eburnea,0,3,https://xeno-canto.org/943378/download,https://upload.wikimedia.org/wikipedia/commons/7/71/Ivory_Gull_Portrait.jpg,Ivory Gull,Mouette blanche,1529
Xema sabini,0,3,https://xeno-canto.org/933306/download,https://upload.wikimedia.org/wikipedia/commons/b/bd/Xema_sabini_-Iceland_-swimming-8_%281%29.jpg,Sabine's Gull,Mouette de Sabine,3
Chroicocephalus genei,0,3,https://xeno-canto.org/982490/download,https://upload.wikimedia.org/wikipedia/commons/7/7b/Slender-billed_gull_%28Chroicocephalus_genei%29_Bahrain.jpg,Slender-billed Gull,Chroicocephalus genei,120
Chroicocephalus philadelphia,0,3,https://xeno-canto.org/348507/download,https://upload.wikimedia.org/wikipedia/commons/5/58/Bonaparte%27s_Gull_in_breeding_plumage_-_52016973462.jpg,Bonaparte's Gull,Mouette de Bonaparte,6
Chroicocephalus ridibundus,0,2,https://xeno-canto.org/982800/download,https://upload.wikimedia.org/wikipedia/commons/2/29/Chroicocephalus_ridibundus_%28summer%29.jpg,Black-headed Gull,Mouette rieuse,28623
Chroicocephalus cirrocephalus,0,3,https://xeno-canto.org/959628/download,https://upload.wikimedia.org/wikipedia/commons/9/96/Chroicocephalus_cirrocephalus%2C_Cassino%2C_Rio_Grande_do_Sul%2C_Brazil_1.jpg,Gray-hooded Gull,Mouette à tête grise,1811
Leucophaeus atricilla,0,2,https://xeno-canto.org/142543/download,https://upload.wikimedia.org/wikipedia/commons/e/ed/Leucophaeus_atricilla_Caye_Caulker_04.JPG,Laughing Gull,Mouette atricille,7513
Leucophaeus pipixcan,0,3,https://xeno-canto.org/877016/download,https://upload.wikimedia.org/wikipedia/commons/6/68/Franklin%27s_Gull%2C_Calgary.jpg,Franklin's Gull,Mouette de Franklin,1
Ichthyaetus ichthyaetus,0,3,https://xeno-canto.org/980336/download,https://upload.wikimedia.org/wikipedia/commons/0/03/Larus_ichtyaetus_1.png,Pallas's Gull,Goéland ichthyaète,836
Ichthyaetus relictus,0,3,https://xeno-canto.org/131997/download,https://upload.wikimedia.org/wikipedia/commons/3/31/Relict_Gull.jpg,Relict Gull,Mouette relique,402
Ichthyaetus audouinii,0,2,https://xeno-canto.org/932028/download,https://upload.wikimedia.org/wikipedia/commons/1/16/Ichthyaetus_audouinii.jpg,Audouin's Gull,Goéland d'Audouin,2493
Ichthyaetus melanocephalus,0,2,https://xeno-canto.org/979719/download,https://upload.wikimedia.org/wikipedia/commons/e/e7/Larus_melanocephalus_aka_Mediterranean_Gull_rare_guest_in_Sweden2.jpg,Mediterranean Gull,Mouette mélanocéphale,4349
Ichthyaetus leucophthalmus,0,3,https://xeno-canto.org/740181/download,https://upload.wikimedia.org/wikipedia/commons/6/66/White-eyed_gull_at_the_Red_Sea_2.jpg,White-eyed Gull,Goéland à iris blanc,463
Larus crassirostris,0,3,https://xeno-canto.org/840768/download,https://upload.wikimedia.org/wikipedia/commons/8/8c/Laridae_in_Beijing_Zoo.JPG,Black-tailed Gull,Goéland à queue noire,837
Larus canus,0,2,https://xeno-canto.org/929944/download,https://upload.wikimedia.org/wikipedia/commons/e/e4/Common_gull_%28Larus_canus%29_adult_breeding_Oppdal.jpg,Common Gull,Goéland cendré,3348
Larus delawarensis,0,2,https://xeno-canto.org/756221/download,https://upload.wikimedia.org/wikipedia/commons/d/d6/Larus_brachyrhynchus%2C_Potter%27s_Marsh%2C_Anchorage%2C_Alaska.jpg,Short-billed Gull,Goéland à bec court,6734
Larus delawarensis,0,2,https://xeno-canto.org/543313/download,https://upload.wikimedia.org/wikipedia/commons/e/e6/Ring-billed_gull_in_Red_Hook_%2842799%29.jpg,Ring-billed Gull,Goéland à bec cerclé,2359
Larus cachinnans,0,2,https://xeno-canto.org/912831/download,https://upload.wikimedia.org/wikipedia/commons/b/bf/Caspian_gull_%28Larus_cachinnans%29_summer_Danube_delta.jpg,Caspian Gull,Goéland pontique,2343
Larus dominicanus,0,3,https://xeno-canto.org/958066/download,https://upload.wikimedia.org/wikipedia/commons/e/ea/SouthShetland-2016-Livingston_Island_%28Hannah_Point%29%E2%80%93Kelp_gull_%28Larus_dominicanus%29.jpg,Kelp Gull,Goéland dominicain,1348
Larus smithsonianus,0,3,https://xeno-canto.org/564804/download,https://upload.wikimedia.org/wikipedia/commons/8/86/Herring_gull_%2816221%29.jpg,American Herring Gull,Goéland hudsonien,1292
Larus vegae,0,3,https://xeno-canto.org/840804/download,https://upload.wikimedia.org/wikipedia/commons/4/49/Bilibinsky_District%2C_Chukotka_Autonomous_Okrug%2C_Russia_-_panoramio_%2850%29.jpg,Vega Gull,Goéland de la Véga,564
Larus argentatus,0,2,https://xeno-canto.org/976583/download,https://upload.wikimedia.org/wikipedia/commons/8/8a/Larus_argentatus%2C_Vaxholm%2C_Stockholm%2C_Sweden_%2814923468303%29.jpg,European Herring Gull,Goéland argenté,42205
Larus michahellis,0,2,https://xeno-canto.org/980189/download,https://upload.wikimedia.org/wikipedia/commons/a/a3/Yellow-legged_Gull_2023-10-10.jpg,Yellow-legged Gull,Goéland leucophée,19612
Larus armenicus,0,3,https://xeno-canto.org/779601/download,https://upload.wikimedia.org/wikipedia/commons/a/ae/Armenian_Gull_standing%2C_closeup_at_Sevan_Lake.jpg,Armenian Gull,Goéland d'Arménie,501
Larus marinus,0,2,https://xeno-canto.org/972494/download,https://upload.wikimedia.org/wikipedia/commons/c/c6/Great_Black-backed_Gull_Larus_marinus.jpg,Great Black-backed Gull,Goéland marin,11180
Larus hyperboreus,0,3,https://xeno-canto.org/522374/download,https://upload.wikimedia.org/wikipedia/commons/7/7a/Glacous_Gull_on_ice.jpg,Glaucous Gull,Goéland bourgmestre,1339
Larus fuscus,0,2,https://xeno-canto.org/979706/download,https://upload.wikimedia.org/wikipedia/commons/5/5e/Larus-fuscus-taxbox.jpg,Lesser Black-backed Gull,Goéland brun,6755
Larus glaucescens,0,3,https://xeno-canto.org/841313/download,https://upload.wikimedia.org/wikipedia/commons/7/70/Glaucous-winged_gull.jpg,Glaucous-winged Gull,Goéland à ailes grises,639
Larus schistisagus,0,3,https://xeno-canto.org/651642/download,https://upload.wikimedia.org/wikipedia/commons/d/d1/Ooseguro-kamome.jpg,Slaty-backed Gull,Goéland à manteau ardoisé,489
Larus glaucoides,0,3,https://xeno-canto.org/523094/download,https://upload.wikimedia.org/wikipedia/commons/d/d7/Larus_glaucoides_IthacaNY.jpg,Iceland Gull,Goéland arctique,1199
Rynchops niger,0,3,https://xeno-canto.org/540248/download,https://upload.wikimedia.org/wikipedia/commons/e/ed/Black_Skimmer_JG.jpg,Black Skimmer,Bec-en-ciseaux noir,1434
Anous stolidus,0,2,https://xeno-canto.org/713908/download,https://upload.wikimedia.org/wikipedia/commons/6/61/Common_noddy_%28Anous_stolidus_pileatus%29_in_flight_Michaelmas_Cay.jpg,Brown Noddy,Noddi brun,3955
Onychoprion aleuticus,0,3,https://xeno-canto.org/487472/download,https://upload.wikimedia.org/wikipedia/commons/6/6c/Aleutian_Tern.jpg,Aleutian Tern,Sterne des Aléoutiennes,0
Onychoprion fuscatus,0,2,https://xeno-canto.org/766526/download,https://upload.wikimedia.org/wikipedia/commons/5/52/TRINTA-R%C3%89IS-DAS-ROCAS_na_Ilha_da_Trindade_-_2022_%2852551310766%29.jpg,Sooty Tern,Sterne fuligineuse,3213
Onychoprion anaethetus,0,3,https://xeno-canto.org/864240/download,https://upload.wikimedia.org/wikipedia/commons/5/51/Bridled_Tern_LEI_Nov06.JPG,Bridled Tern,Sterne bridée,609
Sternula albifrons,0,2,https://xeno-canto.org/930812/download,https://upload.wikimedia.org/wikipedia/commons/9/9e/%D0%9A%D1%80%D1%8F%D1%87%D0%BE%D0%BA_%D0%BC%D0%B0%D0%BB%D0%B8%D0%B9.jpg,Little Tern,Sterne naine,2429
Sternula saundersi,0,3,https://xeno-canto.org/795147/download,https://upload.wikimedia.org/wikipedia/commons/a/ab/Saunders%27s_Tern_%28Sternula_saundersi%29%2C_Jeddah%2C_Saudi_Arabia_%28crop%29.jpg,Saunders's Tern,Sterne de Saunders,3
Sternula antillarum,0,3,https://xeno-canto.org/919578/download,https://upload.wikimedia.org/wikipedia/commons/b/ba/Least_Tern_%28Sternula_antillarum%29_RWD1.jpg,Least Tern,Petite Sterne,9
Gelochelidon nilotica,0,3,https://xeno-canto.org/975377/download,https://upload.wikimedia.org/wikipedia/commons/a/a4/Gelochelidon_nilotica_vanrossemi.jpg,Gull-billed Tern,Sterne hansel,967
Hydroprogne caspia,0,3,https://xeno-canto.org/982437/download,https://upload.wikimedia.org/wikipedia/commons/7/72/Sterna-caspia-010.jpg,Caspian Tern,Sterne caspienne,1511
Chlidonias hybrida,0,2,https://xeno-canto.org/981267/download,https://upload.wikimedia.org/wikipedia/commons/1/17/Whiskered_tern_%28Chlidonias_hybrida_delalandii%29.jpg,Whiskered Tern,Guifette moustac,3093
Chlidonias niger,0,3,https://xeno-canto.org/932012/download,https://upload.wikimedia.org/wikipedia/commons/5/5e/%C4%8Cor%C3%ADk_%C4%8Dierny_%28Chlidonias_niger%29_a_%284644831482%29.jpg,Black Tern,Guifette noire,1839
Chlidonias leucopterus,0,3,https://xeno-canto.org/956647/download,https://upload.wikimedia.org/wikipedia/commons/d/d0/Chlidonias_leucopterus_2023-04-08.jpg,White-winged Tern,Guifette leucoptère,639
Sterna forsteri,0,3,https://xeno-canto.org/924728/download,https://upload.wikimedia.org/wikipedia/commons/8/84/Forster%27s_Tern%2C_Horicon_NWR%2C_Wisconsin.jpg,Forster's Tern,Sterne de Forster,3
Sterna paradisaea,0,2,https://xeno-canto.org/929305/download,https://upload.wikimedia.org/wikipedia/commons/2/29/2009_07_02_-_Arctic_tern_on_Farne_Islands_-_The_blue_rope_demarcates_the_visitors%27_path.JPG,Arctic Tern,Sterne arctique,18803
Sterna hirundo,0,3,https://xeno-canto.org/977207/download,https://upload.wikimedia.org/wikipedia/commons/a/a6/2014-05-18_Sterna_hirundo%2C_Killingworth_Lake%2C_Northumberland_02.jpg,Common Tern,Sterna hirundo,295
Sterna repressa,0,3,https://xeno-canto.org/659655/download,https://upload.wikimedia.org/wikipedia/commons/c/c0/White-cheeked_Tern.jpg,White-cheeked Tern,Sterne à joues blanches,181
Sterna dougallii,0,3,https://xeno-canto.org/933389/download,https://upload.wikimedia.org/wikipedia/commons/4/4d/2021-07-10_Sterna_dougallii%2C_St_Marys_Island%2C_Northumberland_15.jpg,Roseate Tern,Sterne de Dougall,20
Thalasseus sandvicensis,0,2,https://xeno-canto.org/479582/download,https://upload.wikimedia.org/wikipedia/commons/3/3e/2021-07-10_Thalasseus_sandvicensis%2C_St_Marys_Island%2C_Northumberland_01.jpg,Sandwich Tern,Sterne caugek,4834
Thalasseus elegans,0,3,https://xeno-canto.org/332931/download,https://upload.wikimedia.org/wikipedia/commons/4/47/2022-04-16_Thalasseus_elegans%2C_Upper_Newport_Bay%2C_California_4.jpg,Elegant Tern,Sterne élégante,532
Thalasseus bengalensis,0,3,https://xeno-canto.org/968931/download,https://upload.wikimedia.org/wikipedia/commons/d/d6/Lesser_crested_terns_%28Thalasseus_bengalensis%29_by_Shantanu_Kuveskar.jpg,Lesser Crested Tern,Sterne voyageuse,592
Thalasseus bergii,0,3,https://xeno-canto.org/246637/download,https://upload.wikimedia.org/wikipedia/commons/6/61/Thalasseus_albididorsalis%2C_Foundiougne%2C_Fatick%2C_Senegal_1.jpg,West African Crested Tern,Sterne d'Afrique,34
Thalasseus maximus,0,3,https://xeno-canto.org/927228/download,https://upload.wikimedia.org/wikipedia/commons/1/17/Royal_Tern.jpg,Royal Tern,Sterne royale,1500
Phoenicopterus chilensis,0,2,https://xeno-canto.org/711476/download,https://upload.wikimedia.org/wikipedia/commons/d/df/Chilenischer_Flamingo_Tiergarten_Bernburg_2007.jpg,Chilean Flamingo,Flamant du Chili,2698
Phoenicopterus ruber,0,2,https://xeno-canto.org/824005/download,https://upload.wikimedia.org/wikipedia/commons/2/21/American_Flamingo_JG.jpg,American Flamingo,Flamant des Caraïbes,5834
Phoenicopterus roseus,0,1,https://xeno-canto.org/982020/download,https://upload.wikimedia.org/wikipedia/commons/8/81/010_Greater_flamingos_male_and_female_in_the_Camargue_during_mating_season_Photo_by_Giles_Laurent.jpg,Greater Flamingo,Flamant rose,91670
Phoeniconaias minor,0,2,https://xeno-canto.org/383208/download,https://upload.wikimedia.org/wikipedia/commons/f/f9/Lesser_Flamingo_%28Phoenicopterus_minor%29_-_Flickr_-_Lip_Kee.jpg,Lesser Flamingo,Flamant nain,3284
Tachybaptus ruficollis,0,2,https://xeno-canto.org/982019/download,https://upload.wikimedia.org/wikipedia/commons/8/84/Little_grebe_Zwergtaucher.jpg,Little Grebe,Grèbe castagneux,9698
Podilymbus podiceps,0,3,https://xeno-canto.org/542620/download,https://upload.wikimedia.org/wikipedia/commons/8/8c/Podilymbus-podiceps-001.jpg,Pied-billed Grebe,Grèbe à bec bigarré,1401
Podiceps auritus,0,3,https://xeno-canto.org/795694/download,https://upload.wikimedia.org/wikipedia/commons/7/77/Podiceps_auritus_%2813909539717%29.jpg,Horned Grebe,Grèbe esclavon,1801
Podiceps grisegena,0,2,https://xeno-canto.org/949348/download,https://upload.wikimedia.org/wikipedia/commons/6/6b/Red-necked_grebe_%28Podiceps_grisegena_grisegena%29_breeding_adult_Gronjordssoen.jpg,Red-necked Grebe,Grèbe jougris,2543
Podiceps cristatus,0,2,https://xeno-canto.org/981243/download,https://upload.wikimedia.org/wikipedia/commons/b/bd/Great_crested_grebe_swimming_2022-02-27.jpg,Great Crested Grebe,Grèbe huppé,28599
Podiceps nigricollis,0,2,https://xeno-canto.org/989584/download,https://upload.wikimedia.org/wikipedia/commons/1/10/Black-necked_Grebe_Schwarzhalstaucher.jpg,Eared Grebe,Grèbe à cou noir,3094
Phaethon lepturus,0,2,https://xeno-canto.org/506355/download,https://upload.wikimedia.org/wikipedia/commons/2/2f/Phaethon_lepturus_%28Warwick%2C_Bermuda%29_%28cropped%29.jpg,White-tailed Tropicbird,Phaéton à bec jaune,3240
Phaethon aethereus,0,3,https://xeno-canto.org/503607/download,https://upload.wikimedia.org/wikipedia/commons/9/95/Red-billed_tropicbird.jpg,Red-billed Tropicbird,Phaéton à bec rouge,1666
Gavia stellata,0,2,https://xeno-canto.org/975871/download,https://upload.wikimedia.org/wikipedia/commons/f/f5/Gavia_Stellata_%C3%96lfus%C3%A1_20090606.jpg,Red-throated Loon,Plongeon catmarin,3223
Gavia arctica,0,2,https://xeno-canto.org/923475/download,https://upload.wikimedia.org/wikipedia/commons/3/3e/Black-throated_Diver%2C_Oulu%2C_Finland_02_%2815195370798%29.jpg,Arctic Loon,Plongeon arctique,3301
Gavia pacifica,0,3,https://xeno-canto.org/486606/download,https://upload.wikimedia.org/wikipedia/commons/e/ef/PacificLoon24.jpg,Pacific Loon,Plongeon du Pacifique,1
Gavia immer,0,2,https://xeno-canto.org/488028/download,https://upload.wikimedia.org/wikipedia/commons/b/b0/Gavia_immer_-Minocqua%2C_Wisconsin%2C_USA_-swimming-8.jpg,Common Loon,Plongeon huard,29702
Gavia adamsii,0,3,https://xeno-canto.org/838309/download,https://upload.wikimedia.org/wikipedia/commons/e/ee/Yellow-billed_Loon_Chipp_South_8-12-13_Ryan_Askren.jpg,Yellow-billed Loon,Plongeon à bec blanc,1490
Diomedea exulans,0,2,https://xeno-canto.org/796375/download,https://upload.wikimedia.org/wikipedia/commons/a/aa/Diomedea_exulans_-_SE_Tasmania.jpg,Snowy Albatross,Albatros hurleur,32043
Diomedea dabbenena,0,3,https://xeno-canto.org/325540/download,https://upload.wikimedia.org/wikipedia/commons/a/a6/Tristan_Albatross_%281%29.jpg,Tristan Albatross,Albatros de Tristan,796
Thalassarche chlororhynchos,0,3,https://xeno-canto.org/615665/download,https://upload.wikimedia.org/wikipedia/commons/4/4b/Thalassarche_chlororhynchos.png,Atlantic Yellow-nosed Albatross,Albatros à nez jaune,147
Thalassarche melanophris,0,2,https://xeno-canto.org/952602/download,https://upload.wikimedia.org/wikipedia/commons/1/10/Thalassarche_melanophrys_-_SE_Tasmania.jpg,Black-browed Albatross,Albatros à sourcils noirs,3024
Oceanites oceanicus,0,3,https://xeno-canto.org/882200/download,https://upload.wikimedia.org/wikipedia/commons/5/55/Wilson%27s_Storm-petrel_0A2A7191.jpg,Wilson's Storm-Petrel,Océanite de Wilson,5
Pelagodroma marina,0,3,https://xeno-canto.org/565412/download,https://upload.wikimedia.org/wikipedia/commons/4/4a/White-faced_Storm-petrel_0A2A9606.jpg,White-faced Storm-Petrel,Océanite frégate,233
Fregetta tropica,0,3,https://xeno-canto.org/863036/download,https://upload.wikimedia.org/wikipedia/commons/8/80/Fregetta_tropica%2C_Kaapse_waters%2C_Birding_Weto%2C_a.jpg,Black-bellied Storm-Petrel,Océanite à ventre noir,149
Hydrobates pelagicus,0,2,https://xeno-canto.org/957958/download,https://upload.wikimedia.org/wikipedia/commons/b/b4/European_storm_petrel_%28Hydrobates_pelagicus%29_Sagres.jpg,European Storm-Petrel,Océanite tempête,4845
Oceanodroma leucorhoa,0,3,,https://upload.wikimedia.org/wikipedia/commons/e/e0/Leach%27s_Storm-petrel_Saint-Jean-de-Monts_01.jpg,Leach's Storm-Petrel,Océanite cul-blanc,1335
Oceanodroma monorhis,0,3,,https://upload.wikimedia.org/wikipedia/commons/6/65/OceanodromaMonorhisSmit.jpg,Swinhoe's Storm-Petrel,Océanite de Swinhoe,0
Oceanodroma castro,0,3,,https://upload.wikimedia.org/wikipedia/commons/6/6b/Band_rumped_storm_petrel_Andre_Raine_KESRP_%2821789178016%29.jpg,Band-rumped Storm-Petrel,Océanite de Castro,313
Oceanodroma monteiroi,0,3,,https://upload.wikimedia.org/wikipedia/commons/4/42/Cria_painho-de-monteiro.jpg,Monteiro's Storm-Petrel,Océanite de Monteiro,769
Macronectes giganteus,0,2,https://xeno-canto.org/89727/download,https://upload.wikimedia.org/wikipedia/commons/a/ab/Giant_petrel_with_chicks.jpg,Southern Giant-Petrel,Pétrel géant,6972
Fulmarus glacialis,0,2,https://xeno-canto.org/979721/download,https://upload.wikimedia.org/wikipedia/commons/e/e0/Fulmarus_Glacialis.jpg,Northern Fulmar,Fulmar boréal,6191
Daption capense,0,3,https://xeno-canto.org/835688/download,https://upload.wikimedia.org/wikipedia/commons/b/b4/Daption_capense_capense%2C_at_sea_off_Cape_of_Good_Hope%2C_South_Africa_08.jpg,Pintado Petrel,Damier du Cap,1067
Pterodroma macroptera,0,3,,https://upload.wikimedia.org/wikipedia/commons/6/66/Pterodroma_macroptera_in_flight_3_-_SE_Tasmania.jpg,Great-winged Petrel,Pétrel noir,252
Pterodroma neglecta,0,3,https://xeno-canto.org/141334/download,https://upload.wikimedia.org/wikipedia/commons/f/f6/Fledgling_Kermadec_Petrel_chick_%26_parent.jpg,Kermadec Petrel,Pétrel des Kermadec,141
Pterodroma arminjoniana,0,3,https://xeno-canto.org/77650/download,https://upload.wikimedia.org/wikipedia/commons/3/33/Pterodroma_arminjoniana_1.jpeg,Trindade Petrel,Pétrel de Trindade,226
Pterodroma madeira,0,3,https://xeno-canto.org/461964/download,https://upload.wikimedia.org/wikipedia/commons/0/09/Pterodroma_madeira_92954030_%28cropped%29.jpg,Zino's Petrel,Pétrel de Madère,1480
Pterodroma feae,0,3,https://xeno-canto.org/718735/download,https://upload.wikimedia.org/wikipedia/commons/3/3d/Feas_Petrel_From_The_Crossley_ID_Guide_Eastern_Birds.jpg,Fea's Petrel,Pétrel gongon,317
Pterodroma madeira,0,3,https://xeno-canto.org/927149/download,https://upload.wikimedia.org/wikipedia/commons/9/90/Pterodroma_mollis_light_morph_-_SE_Tasmania_2019.jpg,Soft-plumaged Petrel,Pétrel soyeux,154
Pterodroma baraui,0,3,https://xeno-canto.org/309351/download,https://upload.wikimedia.org/wikipedia/commons/c/c3/Pterodroma_baraui%2C_Durban%2C_Birding_Weto%2C_b.jpg,Barau's Petrel,Pétrel de Barau,2
Pterodroma cahow,0,3,https://xeno-canto.org/738388/download,https://upload.wikimedia.org/wikipedia/commons/8/84/Bermuda_Petrel_From_The_Crossley_ID_Guide_Eastern_Birds%2C_crop.jpg,Bermuda Petrel,Pétrel des Bermudes,605
Pterodroma hasitata,0,3,,https://upload.wikimedia.org/wikipedia/commons/7/7e/Pterodroma_hasitataPCCA20070623-3608B.jpg,Black-capped Petrel,Pétrel diablotin,393
Pterodroma incerta,0,3,https://xeno-canto.org/332462/download,https://upload.wikimedia.org/wikipedia/commons/5/5d/PterodromaIncerta.jpg,Atlantic Petrel,Pétrel de Schlegel,0
Bulweria bulwerii,0,3,https://xeno-canto.org/619771/download,https://upload.wikimedia.org/wikipedia/commons/e/e4/P%C3%A9trel_de_Bulwer.jpg,Bulwer's Petrel,Pétrel de Bulwer,0
Procellaria aequinoctialis,0,3,https://xeno-canto.org/863989/download,https://upload.wikimedia.org/wikipedia/commons/a/a3/Procellaria_aequinoctialis_1_-_SE_Tasmania.jpg,White-chinned Petrel,Puffin à menton blanc,456
Calonectris borealis,0,3,https://xeno-canto.org/945948/download,https://upload.wikimedia.org/wikipedia/commons/3/31/Cory%27s_Shearwater_from_the_Crossley_ID_Guide_Britain_and_Ireland_crop.jpg,Cory's Shearwater,Puffin boréal,4
Calonectris diomedea,0,2,https://xeno-canto.org/919307/download,https://upload.wikimedia.org/wikipedia/commons/d/d2/Scopoli%27s_Shearwater.jpg,Scopoli's Shearwater,Puffin de Scopoli,3901
Calonectris edwardsii,0,3,https://xeno-canto.org/718760/download,https://upload.wikimedia.org/wikipedia/commons/e/e5/Cape_Verde_Shearwater_imported_from_iNaturalist_photo_9221156_on_21_April_2022.jpg,Cape Verde Shearwater,Puffin du Cap-Vert,290
